date,lake,species,length,weight,basin,diet_count,diet_comp,rel_percent,diet_comp2,month 
6/30/2023,Camp,LMB,250,190,R,3,unk_fish,0.013513514,fish,6
6/30/2023,Camp,LMB,279,240,R,7,unk_fish,0.031531532,fish,6
6/30/2023,Camp,LMB,196,80,R,1,unk_fish,0.004504505,fish,6
6/30/2023,Camp,LMB,249,140,T,5,unk_fish,0.023584906,fish,6
6/30/2023,Camp,LMB,231,150,T,4,unk_fish,0.018867925,fish,6
6/30/2023,Camp,LMB,349,470,T,7,unk_fish,0.033018868,fish,6
6/30/2023,Camp,LMB,255,205,T,58,unk_fish,0.273584906,fish,6
6/30/2023,Camp,LMB,265,220,T,1,unk_fish,0.004716981,fish,6
6/30/2023,Camp,LMB,313,340,T,1,unk_fish,0.004716981,fish,6
6/30/2023,Camp,LMB,285,250,T,8,unk_fish,0.037735849,fish,6
6/30/2023,Camp,LMB,270,240,R,2,YEP,0.009009009,fish,6
6/30/2023,Camp,LMB,267,200,R,1,YEP,0.004504505,fish,6
6/30/2023,Camp,LMB,269,240,R,3,YEP,0.013513514,fish,6
6/30/2023,Camp,LMB,249,140,T,1,YEP,0.004716981,fish,6
6/30/2023,Camp,LMB,320,350,T,1,YEP,0.004716981,fish,6
6/30/2023,Camp,LMB,285,250,T,1,YEP,0.004716981,fish,6
7/3/2023,Camp,LMB,231,100,R,1,ant,0.004504505,t_invert,7
7/3/2023,Camp,LMB,321,325,R,1,ephemeroptera,0.004504505,a_invert,7
7/3/2023,Camp,LMB,231,100,R,2,LMB,0.009009009,fish,7
7/3/2023,Camp,LMB,263,185,T,2,LMB,0.009433962,fish,7
7/3/2023,Camp,LMB,312,350,T,1,LMB,0.004716981,fish,7
7/3/2023,Camp,LMB,330,350,R,1,odanata,0.004504505,t_invert,7
7/3/2023,Camp,LMB,231,100,R,1,odanata,0.004504505,t_invert,7
7/3/2023,Camp,LMB,250,155,R,2,odanata,0.009009009,t_invert,7
7/3/2023,Camp,LMB,350,500,T,1,odanata,0.004716981,t_invert,7
7/3/2023,Camp,LMB,268,180,R,1,odanata  ,0.004504505,t_invert,7
7/3/2023,Camp,LMB,291,250,R,1,odanata(nymph),0.004504505,a_invert,7
7/3/2023,Camp,LMB,268,180,R,1,odanata(nymph),0.004504505,a_invert,7
7/3/2023,Camp,LMB,341,355,R,5,unk_fish,0.022522523,fish,7
7/3/2023,Camp,LMB,291,250,R,10,unk_fish,0.045045045,fish,7
7/3/2023,Camp,LMB,268,180,R,1,unk_fish,0.004504505,fish,7
7/3/2023,Camp,LMB,215,165,R,1,unk_fish,0.004504505,fish,7
7/3/2023,Camp,LMB,231,100,R,4,unk_fish,0.018018018,fish,7
7/3/2023,Camp,LMB,321,325,R,3,unk_fish,0.013513514,fish,7
7/3/2023,Camp,LMB,263,185,T,3,unk_fish,0.014150943,fish,7
7/3/2023,Camp,LMB,218,160,T,23,unk_fish,0.108490566,fish,7
7/3/2023,Camp,LMB,204,200,T,4,unk_fish,0.018867925,fish,7
7/3/2023,Camp,LMB,312,350,T,1,unk_fish,0.004716981,fish,7
7/3/2023,Camp,LMB,350,500,T,4,unk_fish,0.018867925,fish,7
7/3/2023,Camp,LMB,291,250,R,1,YEP,0.004504505,fish,7
7/14/2023,Camp,LMB,330,425,T,1,LMB,0.004716981,fish,7
7/14/2023,Camp,LMB,330,425,T,1,unk_fish,0.004716981,fish,7
7/19/2023,Camp,LMB,361,460,T,1,LMB,0.004716981,fish,7
7/21/2023,Camp,LMB,275,245,R,3,ant,0.013513514,t_invert,7
7/21/2023,Camp,LMB,178,70,R,1,fly,0.004504505,t_invert,7
7/21/2023,Camp,LMB,275,235,T,2,LMB,0.009433962,fish,7
7/21/2023,Camp,LMB,251,175,R,1,mosquito,0.004504505,t_invert,7
7/21/2023,Camp,LMB,251,175,R,1,odanata,0.004504505,t_invert,7
7/21/2023,Camp,LMB,370,520,T,1,plastic,0.004716981,plastic,7
7/21/2023,Camp,LMB,275,245,R,2,unk_fish,0.009009009,fish,7
7/21/2023,Camp,LMB,228,150,R,3,unk_fish,0.013513514,fish,7
7/21/2023,Camp,LMB,265,210,R,1,unk_fish,0.004504505,fish,7
7/21/2023,Camp,LMB,230,120,R,1,unk_fish,0.004504505,fish,7
7/21/2023,Camp,LMB,251,175,R,1,unk_fish,0.004504505,fish,7
7/21/2023,Camp,LMB,301,330,T,4,unk_fish,0.018867925,fish,7
7/28/2023,Camp,LMB,230,140,R,1,amphibian ,0.004504505,t_vert,7
7/28/2023,Camp,LMB,230,140,R,1,ant,0.004504505,t_invert,7
7/28/2023,Camp,LMB,230,140,R,1,arachnid,0.004504505,t_invert,7
7/28/2023,Camp,LMB,352,480,T,1,coleoptera,0.004716981,t_invert,7
7/28/2023,Camp,LMB,254,265,R,2,LMB,0.009009009,fish,7
7/28/2023,Camp,LMB,189,90,T,1,LMB,0.004716981,fish,7
7/28/2023,Camp,LMB,242,150,R,1,odanata(nymph),0.004504505,a_invert,7
7/28/2023,Camp,LMB,255,185,R,3,odanata(nymph),0.013513514,a_invert,7
7/28/2023,Camp,LMB,254,265,R,1,odanata(nymph),0.004504505,a_invert,7
7/28/2023,Camp,LMB,252,185,R,3,unk_fish,0.013513514,fish,7
7/28/2023,Camp,LMB,310,350,R,4,unk_fish,0.018018018,fish,7
7/28/2023,Camp,LMB,242,150,R,4,unk_fish,0.018018018,fish,7
7/28/2023,Camp,LMB,255,185,R,1,unk_fish,0.004504505,fish,7
7/28/2023,Camp,LMB,235,150,R,2,unk_fish,0.009009009,fish,7
7/28/2023,Camp,LMB,254,265,R,7,unk_fish,0.031531532,fish,7
7/28/2023,Camp,LMB,261,190,R,3,unk_fish,0.013513514,fish,7
7/28/2023,Camp,LMB,243,160,R,5,unk_fish,0.022522523,fish,7
7/28/2023,Camp,LMB,352,395,R,6,unk_fish,0.027027027,fish,7
7/28/2023,Camp,LMB,170,250,R,8,unk_fish,0.036036036,fish,7
7/28/2023,Camp,LMB,230,140,R,1,unk_fish,0.004504505,fish,7
7/28/2023,Camp,LMB,275,250,R,3,unk_fish,0.013513514,fish,7
7/28/2023,Camp,LMB,189,90,T,4,unk_fish,0.018867925,fish,7
7/28/2023,Camp,LMB,189,90,T,1,YEP,0.004716981,fish,7
